;;;;;;ChangeStory=>Epicier[debut/random village];ChangeStory=>Devin[debut/random village];ChangeStory=>Armurier[debut/random village];ChangeStory=>Armes[debut/random village];ChangeStory=>Manoir[debut/random village];ChangeStory=>Village[place du village/random village]
;;;;;;;;;;;
[random village 2];;;;;;;;;;;
RandomRange12;;;;;;;;;;;
Node=>puit;Node=>poissoniers;Node=>bandits;Node=>devant taverne;Node=>boutique;Node=>hangar;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : La rue disparaît vite, pour donner place a un petit sentier, menant à une vielle maison immense.;Narrator : La rue mène seulement à une autre place, ce village est définitivement plus grand qu'il n't paraît.
;;;;;;ChangeStory=>Epicier[debut/random village];ChangeStory=>Devin[debut/random village];ChangeStory=>Armurier[debut/random village];ChangeStory=>Armes[debut/random village];ChangeStory=>Manoir[debut/random village];ChangeStory=>Village[place du village/random village]
;;;;;;;;;;;
[random village 3];;;;;;;;;;;
RandomRange12;;;;;;;;;;;
Node=>puit;Node=>poissoniers;Node=>bandits;Node=>devant taverne;Node=>boutique;Node=>hangar;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : Après quelques pas, une petite boutique apparaît au fond de la rue.;Narrator : La rue disparaît vite, pour donner place a un petit sentier, menant à une vielle maison immense.;Narrator : La rue mène seulement à une autre place, ce village est définitivement plus grand qu'il n't paraît.
;;;;;;ChangeStory=>Epicier[debut/random village];ChangeStory=>Devin[debut/random village];ChangeStory=>Armurier[debut/random village];ChangeStory=>Armes[debut/random village];ChangeStory=>Manoir[debut/random village];ChangeStory=>Village[place du village/random village]
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
[puit];;;;;;;;;;;
Narrator : Au bout de la rue, CAPITAINE aperçoit un minuscule puit de pierre.;;;;;;;;;;;
[choix puit];;;;;;;;;;;
SetChoices2;;;;;;;;;;;
Choice : (revenir sur la place)(partir);Choice : (descendre dans le puit);;;;;;;;;;
Fade;CheckInInventory<Corde>/Misc;;;;;;;;;;
Node=>random village;Fade;PlayerSpeak : Je vais avoir besoin d'une corde !;;;;;;;;;
;Narrator : Le fond du puit est somb re.;Node=>choix puit;;;;;;;;;
;RandomRange2;;;;;;;;;;
;PlayerSpeak : On voit quand même bien ce qu'il s'y passe..;PlayerSpeak : Beaucoup trop même. Il va falloir une lanterne.;;;;;;;;;
;Narrator : Rétorqua CAPITAINE;[choix lanterne];;;;;;;;;
;Fade;SetChoices2;;;;;;;;;
;Node=>suite puit;Choice : (remonter à la corde)(partir);Choice : (sortir lanterne);;;;;;;;
;;Fade;CheckInInventory<Lanterne>/Misc;;;;;;;;
;;Node=>puit;PlayerSpeak : Hop là !;PlayerSpeak : Ça peut être compliqué en l'absence de Lanterne dans l'inventaire.;;;;;;;
;;;PlayerSpeak : On y voit quand meme plus clair !;Node=>choix lanterne;;;;;;;
[suite puit];;;Fade;;;;;;;;
RandomPercent25;;;Node=>suite puit;;;;;;;;
Narrator : Malgré les éfforts de CAPITAINE, le pluie est vide... Il n'y a même pas un centimètre d'eau.;Narrator : CAPITAINE aperçoit un petit trou, dans une paroi du puit, d'où émane un léger courant d'air.;;;;;;;;;;
Fade;SetChoices2;;;;;;;;;;
Node=>random village;Choice : (remonter)(partir);Choice : (aller dans trou);;;;;;;;;
;Fade;RandomRange3;;;;;;;;;
;Node=>random village;Narrator : Après une marche de ce qu'il semble une éternité, CAPITAINE la grotte débouche sur une porte en pierre.;Narrator : Au bout de quelques heures, CAPITAINE voit enfin le bout du tunnel.;Narrator : En sortant du trou, CAPITAINE se retrouve dans un bois sombre et dense.;;;;;;;
;;ChangeStory=>Grotte[description suite/suite puit];Narrator : Il donne sur une petite plage, sur laquelle s'est échouée une galère.;ChangeStory=>Bois[milieu foret/suite puit];;;;;;;
;;;ChangeStory=>Epave[choix1/suite puit];;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
[bandits];;;;;;;;;;;
Narrator : La rue devient de plus en plus sombre et étroire, lorsque CAPITAINE aperçoit quelques voyous zoner près des maisons.;;;;;;;;;;;
ChangeStory=>Bandits[arrivée bandits/random village];;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
[devant taverne];;;;;;;;;;;
Narrator : La rue mène sur un impasse et la chaleur d'une taverne.;;;;;;;;;;;
SetChoices2;;;;;;;;;;;
Choice : Revenons en arrière(partir);Choice : Entrons;;;;;;;;;;
Fade;Fade;;;;;;;;;;
Node=>place du village;ChangeStory=>Taverne[taverne normale/devant taverne];;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
[poissoniers];;;;;;;;;;;
Narrator : Quelques pêcheurs vendent du poissons dans une petite échoppe constuire à la va-vite.;;;;;;;;;;;
NewCrew4;;;;;;;;;;;
OtherSpeak : Hé ho !;;;;;;;;;;;
OtherSpeak : Quest-ce qu'on peut bien faire pour vous mon bon monsieur.;;;;;;;;;;;
[choix poissoniers];;;;;;;;;;;
SetChoices4;;;;;;;;;;;
Choice : Rien ! (partir);;;Choice : NOMTRESOR, ça vous parle ?;;Choice : Ça se passe comment dans votre beau village ?(quete);;Choice : Me vendre à manger.;;;;
OtherSpeak : A la prochaine !;;;RandomRange2;;RandomPercent65;;RandomPercent40;;;;
HideOther;;;OtherSpeak : Bien sûr, un ami m'en a souvent parlé;OtherSpeak : Non, rien;OtherSpeak : C'est merveilleux !;NewQuest=>choix poissoniers;TradeFood;OtherSpeak : Vous arrivez au mauvais moment, on en a plus du tout.;;;
Node=>random village;;;OtherSpeak : Il habite DIRECTIONTOFORMULA;Node=>choix poissoniers;OtherSpeak : Ici on est loin des pirates, on se connaît tous.;;Node=>choix poissoniers;Node=>choix poissoniers;;;
;;;Node=>choix poissoniers;;OtherSpeak : Chaque minute est à croquer.;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
[boutique];;;;;;;;;;;
Narrator : Une petite boutique est ouverte, entre quelques pauvres cabanes.;;;;;;;;;;;
SetChoices2;;;;;;;;;;;
Choice : Revenons en arrière(partir);Choice : Rentrons dans la boutique;;;;;;;;;;
Fade;ChangeStory=>Quincaillerie[marchand/random village];;;;;;;;;;
Node=>place du village;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
[hangar];;;;;;;;;;;
Narrator : Après avoir suivi la rue pendant quelques minutes, CAPITAINE entend des coups de marteaux et de scie, d’un grand hangar au fond.;;;;;;;;;;;
SetChoices2;;;;;;;;;;;
Choice : (revenir sur la place)(partir);Choice : (entrer dans le hangar);;;;;;;;;;
Fade;ChangeStory=>Hangar[charpentier/random village];;;;;;;;;;
Node=>place du village;;;;;;;;;;;
