RandomRange2;;;;SetChoices2;;;;;;;;
PlayerSpeak : C'est une sorte de grenier;PlayerSpeak : C'est une chambre…;;;Choice : (partir);Choice : (fouiller)(loot);;;;;;;
PlayerSpeak : Que des babioles ! ;PlayerSpeak : Elle est vide.;;;Fade;RandomRange2;;;;;;;
LootMisc;Node=>livre;;;Node=>maison vide;PlayerSpeak : Que des petits gadgets;Narrator : Le sol est couvert de dessin.;;;;;;
Fade;[livre];;;;LootMisc;PlayerSpeak : On dirait des dessins du trésor…;;;;;;
Node=>maison vide;PlayerSpeak : Oh, un petit livre.;Fade;;;Node=>choix chambre;PlayerSpeak : L'enfant a déssiné des boussoles qui pointent DIRECTIONTOFORMULA;;;;;;
;AddToInventory<Roman>/Misc;Node=>maison vide;;;;Node=>choix chambre;;;;;;
;Switch=>livre;;;;;;;;;;;
;Fade;;;;;;;;;;;
;Node=>maison vide;;;;;;;;;;;
