;;;;;
[runes];;;;;
Node=>mauvais;;;;;
;;;;;
RandomRange4;;;;;
Node=>riche;Node=>pauvre;Node=>bon;Node=>mauvais;;
;;;;;
;;;;;
;;;;;
[riche];;;;;
SetChoices3;;;;;
Choice : (read the rune);Choice : (leave the forest);Choice : (open);;;
Narrator : « Only the rich may pass »;Narrator : Without too much trouble, the crew retrace their steps to the forest’s entrance.;CheckGold1000;;;
Narrator : Next to this is carved « 1000 » in the rock.;Fade;Node=>entrée gouffre;PlayerSpeak : It won’t budge…;;
PlayerSpeak : Interesting…;Node=>entree foret;;Node=>runes;;
Node=>runes;;;;;
;;;;;
[pauvre];;;;;
SetChoices3;;;;;
Choice : (read the rune);Choice : (leave the forest);Choice : (open);;;
Narrator :  « Only the poor may pass »;Narrator : Without too much trouble, the crew retrace their steps to the forest’s entrance.;CheckGold10;;;
Narrator :  Next to this are carved ten little coins.;Fade;PlayerSpeak : It won’t budge…;Node=>entrée gouffre;;
PlayerSpeak : Interesting…;Node=>entree foret;Node=>runes;;;
Node=>runes;;;;;
;;;;;
[bon];;;;;
SetChoices3;;;;;
Choice : (read the rune);Choice : (leave the forest);Choice : (open);;;
Narrator : « Only the kind soul may pass »;Narrator : Without too much trouble, the crew retrace their steps to the forest’s entrance.;CheckKarma;;;
Narrator : There is a little angel carved next to the text.;Fade;Node=>entrée gouffre;Node=>entrée gouffre;Node=>entrée gouffre;PlayerSpeak : It won’t budge…
PlayerSpeak : Interesting…;Node=>entree foret;;;;Node=>runes
Node=>runes;;;;;
;;;;;
[mauvais];;;;;
SetChoices3;;;;;
Choice : (read the rune);Choice : (leave the forest);Choice : (open);;;
Narrator : « Only the wicked heart may pass »;Narrator : Without too much trouble, the crew retrace their steps to the forest’s entrance.;CheckKarma;;;
Narrator : Next to the text is carved a little devil.;Fade;PlayerSpeak : It won’t budge…;PlayerSpeak : It won’t budge…;PlayerSpeak : It won’t budge…;Node=>entrée gouffre
PlayerSpeak : Interesting…;Node=>entree foret;Node=>runes;Node=>runes;Node=>runes;
Node=>runes;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
[entrée gouffre];;;;;
Switch=>rune ouverte ?;;;;;
Narrator : Slowly, the rock rises from the floor and disappears in the sky, revealing in front of CAPITAINE a dark and deep hole.;;;;;
[choix entrée gouffre];;;;;
SetChoices2;;;;;
Choice : (leave the forest)(leave);Choice : Let’s go down!;;;;
Narrator : Without too much trouble, the crew retrace their steps to the forest’s entrance.;Fade;;;;
Fade;Node=>dans gouffre;;;;
Node=>entree foret;;;;;
;;;;;
;;;;;
[dans gouffre];;;;;
SetBG(Cave);;;;;
Narrator : After falling for a few seconds, CAPITAINE and the crew end up into an underground lake.;;;;;
Narrator : The whole cave is lit by a dim blue light coming from a rocky corridor.;;;;;
Narrator : On the walls, a crack is letting through a beam of sunlight.;;;;;
[choix grotte];;;;;
SetChoices2;;;;;
Choice : (follow corridor);Choice : (leave through the crack);;;;
Fade;Fade;;;;
Node=>couloir;Narrator : CAPITAINE and the crew are back on the beach.;;;;
;Narrator : They turn but it's too late, the crack closes behind them, like a cut turning into a scar.;;;;
;Node=>debut;;;;
;;;;;
;;;;;
[couloir];;;;;
PlayerSpeak : Blimey!;Node=>trésor;;;;
Narrator : The corridor leads to a massive room, carved in the rock. In the middle of it is a platform with a big shiny chest on top.;;;;;
Narrator : As CAPITAINE steps on the platform, the walls start to rumble. A deafening clap of thunder cracks, as a blinding flash of light forces everybody to cover their eyes.;;;;;
NewCrew4/?/TREASURE;;;;;
Narrator : When they regain their senses, four men with putrid faces are holding bloody swords right behind CAPITAINE.;Node=>trésor;Node=>combat trésor;;;
OtherSpeak : This is the end of you, mortals.;;;;;
Node=>combat trésor;;;;;
;;;;;
[combat trésor];;;;;
LaunchCombat;;;;;
Node=>trésor;;;;;
;;;;;
[trésor];;;;;
Switch=>couloir;;;;;
Narrator : The cave has gone perfectly silent, except for the very faint singing of birds in the distance, heard from a hole in the ceiling.;;;;;
Narrator : CAPITAINE ‘s dream is right in front of them.;;;;;
SetChoices2;;;;;
Choice : (go back to the center of the cave);Choice : (open the chest);;;;
Fade;Node=>oui;;;;
Node=>choix grotte;;;;;
;;;;;
[oui];;;;;
Fade;;;;;
EndMap;;;;;
