Narrator : CAPITAINE s'enfonce dans le marécage, qui devient plus dense, mais une muraille aussi grosse que NOMBATEAU bloque le chemin. Un portail bloque le chemin.;Narrator : CAPITAINE est déjà dans le marécage, mais une muraille aussi grosse que NOMBATEAU bloque le chemin. Un portail bloque le chemin.;;;;;;;
Switch=>connaît labyrinthe;Node=>choix laby;;;;;;;
[choix laby];;;;;;;;
SetChoices1;;;;;;;;
Choice : (ouvrir le portail);;;;;;;;
[porte ouverte ?];;;;;;;;
Node=>devant les indices;Fade;;;;;;;
;Node=>entrée gouffre;;;;;;;
;;;;;;;;
[devant les indices];;;;;;;;
Narrator : Une voix d'outre tombe s'élève de derrière les arbres.;;;;;;;;
Narrator : « Récitez les formules »;;;;;;;;
[indices];;;;;;;;
CheckClues;;;;;;;;
Fade;;Fade;Fade;;;;;
PlayerSpeak : Il ne s'est rien passé !;;Narrator : Un grondement immense résonne dans la forêt.;Narrator : Gagné !;;;;;
[next];;PlayerSpeak : Je crois qu'on est sur la bonne piste !;Narrator : Le portail s'ouvre…;;;;;
SetChoices2;;Node=>next;Switch=>porte ouverte ?;;;;;
Choice : (sortir du labyrinthe);Choice : (réessayer);;Fade;;;;;
Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;Node=>indices;;Node=>entrée gouffre;;;;;
Fade;;;;;;;;
Node=>entree foret;;;;;;;;
;;;;;;;;
;;;;;;;;
[entrée gouffre];;;;;;;;
Narrator : CAPITAINE est devant un gouffre sombre et profond.;;;;;;;;
[choix entrée gouffre];;;;;;;;
SetChoices2;;;;;;;;
Choice : Descendons !;Choice : (sortir de la forêt);;;;;;;
Fade;Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;;;;;;;
Node=>dans gouffre;Fade;;;;;;;
;Node=>entrée foret;;;;;;;
;;;;;;;;
;;;;;;;;
[dans gouffre];;;;;;;;
Narrator : Après une chute de quelques minutes. CAPITAINE et son équipage tombe dans un sorte de lac souterrain.;;;;;;;;
Narrator : Dans toute la grotte émane une lumière bleue, qui brille de plus en plus, au fond d'un couloir de pierre.;;;;;;;;
Narrator : Une faille de laquelle sort un rayon de soleil se trouve sur les parois de la grotte.;;;;;;;;
[choix grotte];;;;;;;;
SetChoices2;;;;;;;;
Choice : (suivre couloir);Choice : (sortir par faille);;;;;;;
Fade;Fade;;;;;;;
Node=>couloir;Narrator : CAPITAINE et son équipage sont de retour sur la plage.;;;;;;;
;Narrator : La faille se referme derrière eux comme une plaie.;;;;;;;
;Node=>debut;;;;;;;
;;;;;;;;
;;;;;;;;
[couloir];;;;;;;;
PlayerSpeak : !!!!;Node=>trésor;;;;;;;
Narrator : Le couloir mène à une salle de taille démentielle, au milieu de laquelle brille un coffre immense.;;;;;;;;
Narrator : Les murs tremblent et le tonnerre gronde.;;;;;;;;
NewCrew4/?/TREASURE;;;;;;;;
Narrator : De derrière CAPITAINE, quatre hommes aux visages putrides tiennent des lames pleine de sang.;Node=>trésor;LaunchCombat;;;;;;
OtherSpeak : C'est fini pour vous humain.;;Node=>combat trésor;;;;;;
Node=>combat trésor;;;;;;;;
;;;;;;;;
[combat trésor];;;;;;;;
LaunchCombat;;;;;;;;
Node=>trésor;;;;;;;;
;;;;;;;;
[trésor];;;;;;;;
Switch=>couloir;;;;;;;;
Narrator : La grotte est calme. On entend même chanter les oiseaux d'un orifice au sommet de la grotte.;;;;;;;;
Narrator : CAPITAINE est nez à nez avec son rêve.;;;;;;;;
SetChoices2;;;;;;;;
Choice : (retourner au centre de la grotte);Choice : (ouvrir le coffre);;;;;;;
Fade;Node=>oui;;;;;;;
Node=>choix grotte;;;;;;;;
;;;;;;;;
[oui];;;;;;;;
Fade;;;;;;;;
EndMap;;;;;;;;
