Node=>entree foret;;;;;
;;;;;
;;;;;
[runes];;;;;
RandomRange4;;;;;
Node=>riche;Node=>pauvre;Node=>bon;Node=>mauvais;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
[riche];;;;;
SetChoices3;;;;;
Choice : (lire la rune);Choice : (sortir de la forêt);Choice : (ouvrir);;;
Narrator : « Seuls les plus riches en or passeront »;Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;CheckGold1000;;;
Narrator : L’inscription est suivie de « 1000 », gravé dans la roche.;Fade;Node=>entrée gouffre;PlayerSpeak : Ça ne bouge pas…;;
PlayerSpeak : Intéressant…;Node=>entree foret;;Node=>runes;;
Node=>runes;;;;;
;;;;;
[pauvre];;;;;
SetChoices3;;;;;
Choice : (lire la rune);Choice : (sortir de la forêt);Choice : (ouvrir);;;
Narrator :  « Seuls les plus pauvre et démunis d'or passeront »;Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;CheckGold10;;;
Narrator :  L’inscription est suivie de dix petites pièces d’or gravées.;Fade;PlayerSpeak : Ça ne bouge pas…;Node=>entrée gouffre;;
PlayerSpeak : Intéressant…;Node=>entree foret;Node=>runes;;;
Node=>runes;;;;;
;;;;;
[bon];;;;;
SetChoices3;;;;;
Choice : (lire la rune);Choice : (sortir de la forêt);Choice : (ouvrir);;;
Narrator : « Seuls les plus moralement irréprochables passeront ! Les saints des océans »;Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;CheckKarma;;;
Narrator : L’inscription est suivie d’un dessin de petit ange.;Fade;Node=>entrée gouffre;Node=>entrée gouffre;Node=>entrée gouffre;PlayerSpeak : Ça ne bouge pas…
PlayerSpeak : Intéressant…;Node=>entree foret;;;;Node=>runes
Node=>runes;;;;;
;;;;;
[mauvais];;;;;
SetChoices3;;;;;
Choice : (lire la rune);Choice : (sortir de la forêt);Choice : (ouvrir);;;
Narrator : « Seuls les plus moralement exécrables passeront. Les pirates, la racailles des océans »;Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;CheckKarma;;;
Narrator : L’inscription est suivie d’un petit dessin de diable.;Fade;PlayerSpeak : Ça ne bouge pas…;PlayerSpeak : Ça ne bouge pas…;PlayerSpeak : Ça ne bouge pas…;Node=>entrée gouffre
PlayerSpeak : Intéressant…;Node=>entree foret;Node=>runes;Node=>runes;Node=>runes;
Node=>runes;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
[entrée gouffre];;;;;
Switch=>rune ouverte ?;;;;;
Narrator : Lentement, la pierre se soulève du sol, disparaît dans le ciel, et laisse devant CAPITAINE un gouffre sombre et profond.;;;;;
[choix entrée gouffre];;;;;
SetChoices2;;;;;
Choice : Descendons !;Choice : (sortir de la forêt);;;;
Fade;Narrator : Sans trop de mal, l'équipage retrouve l'entrée de la forêt.;;;;
Node=>dans gouffre;Fade;;;;
;Node=>entree foret;;;;
;;;;;
;;;;;
[dans gouffre];;;;;
Narrator : Après une chute de quelques minutes. CAPITAINE et son équipage tombe dans un sorte de lac souterrain.;;;;;
Narrator : Dans toute la grotte émane une lumière bleue, qui brille de plus en plus, au fond d'un couloir de pierre.;;;;;
Narrator : Une faille de laquelle sort un rayon de soleil se trouve sur les parois de la grotte.;;;;;
[choix grotte];;;;;
SetChoices2;;;;;
Choice : (suivre couloir);Choice : (sortir par faille);;;;
Fade;Fade;;;;
Node=>couloir;Narrator : CAPITAINE et son équipage sont de retour sur la plage.;;;;
;Narrator : La faille se referme derrière eux comme une plaie.;;;;
;Node=>debut;;;;
;;;;;
;;;;;
[couloir];;;;;
PlayerSpeak : !!!!;Node=>trésor;;;;
Narrator : Le couloir mène à une salle de taille démentielle, au milieu de laquelle brille un coffre immense.;;;;;
Narrator : Les murs tremblent et le tonnerre gronde.;;;;;
NewCrew4/?/TREASURE;;;;;
Narrator : De derrière CAPITAINE, quatre hommes aux visages putrides tiennent des lames pleine de sang.;Node=>trésor;LaunchCombat;;;
OtherSpeak : C'est fini pour vous humain.;;Node=>combat trésor;;;
Node=>combat trésor;;;;;
;;;;;
[combat trésor];;;;;
LaunchCombat;;;;;
Node=>trésor;;;;;
;;;;;
[trésor];;;;;
Switch=>couloir;;;;;
Narrator : La grotte est calme. On entend même chanter les oiseaux d'un orifice au sommet de la grotte.;;;;;
Narrator : CAPITAINE est nez à nez avec son rêve.;;;;;
SetChoices2;;;;;
Choice : (retourner au centre de la grotte);Choice : (ouvrir le coffre);;;;
Fade;Node=>oui;;;;
Node=>choix grotte;;;;;
;;;;;
[oui];;;;;
Fade;;;;;
EndMap;;;;;
